mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,mean_test_score,std_test_score,rank_test_score,Model Type,Training Data
8.404774904251099,1.1910187748565526,0.672435712814331,0.0816756902298668,"{'C': 1000, 'gamma': 'scale', 'kernel': 'rbf'}",11.621216564918743,0.7916109101443637,25,Random Forest,Subset Dataset
7.153473281860352,1.2162067647313997,0.6187808990478516,0.0950150129796812,"{'C': 1000, 'gamma': 'auto', 'kernel': 'rbf'}",11.62193889092618,0.7856049929920469,26,Random Forest,Subset Dataset
0.0138102054595947,0.0030440750997279,0.0217885017395019,0.0024120247620305,"{'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",11.746059577576338,0.7803075292288156,13,Random Forest,Subset Dataset
0.0137971401214599,0.0026403281941986,0.0320030689239502,0.0040035252874382,"{'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}",11.82757160865591,0.7888120722382654,14,Random Forest,Subset Dataset
0.0143982410430908,0.0043162332537442,0.0268013477325439,0.0009813229706041,"{'n_neighbors': 5, 'p': 2, 'weights': 'distance'}",11.86181103571599,0.8153212281832376,15,Random Forest,Subset Dataset
22.962577056884765,1.8513666120305543,0.6441072940826416,0.0501692308894979,"{'C': 1000, 'gamma': 'auto', 'kernel': 'rbf'}",11.87316622400242,0.6028491851695315,34,SVM,Full Dataset
1.0253317832946778,0.0359052669438572,0.2002022266387939,0.0066747713215011,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'poly'}",11.880712268986358,1.219239960468154,35,SVM,Full Dataset
0.0145978927612304,0.0028711180484516,0.0430002689361572,0.0093991346874592,"{'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",11.931079805425188,0.8304320079533919,16,Random Forest,Subset Dataset
24.08203401565552,2.4183247538493253,1.262736988067627,1.3362435341103744,"{'C': 1000, 'gamma': 'scale', 'kernel': 'rbf'}",11.981109459323696,0.6052610460065093,36,SVM,Full Dataset
1.0946380615234377,0.0722590328115767,0.2054724693298339,0.0104479237031347,"{'C': 0.1, 'gamma': 'auto', 'kernel': 'poly'}",12.05225312759588,1.2579478442103065,37,SVM,Full Dataset
1.0400004863739014,0.0689020894369612,0.1668613910675049,0.0022512184938914,"{'C': 1, 'gamma': 'scale', 'kernel': 'poly'}",12.156561540679164,0.956714612889661,27,Random Forest,Subset Dataset
1.0737126350402832,0.0755370708459585,0.1749999523162841,0.0160144256597806,"{'C': 1, 'gamma': 'auto', 'kernel': 'poly'}",12.158736414061618,0.9579163854481532,28,Random Forest,Subset Dataset
1.4007206439971924,0.1825888899756366,1.5351789474487303,1.62226134870181,"{'C': 0.1, 'gamma': 'auto', 'kernel': 'rbf'}",12.17166401281018,1.6173796952621324,38,SVM,Full Dataset
1.8777144432067872,0.1372002202104491,0.1922006607055664,0.0168462969797958,"{'C': 10, 'gamma': 'auto', 'kernel': 'poly'}",12.21495937006631,0.8546777072950118,29,Random Forest,Subset Dataset
1.8373384475708008,0.1866867407595623,0.180307388305664,0.0225854327425875,"{'C': 10, 'gamma': 'scale', 'kernel': 'poly'}",12.215536572111892,0.8565881450023569,30,Random Forest,Subset Dataset
1.2083279609680175,0.0389752306515154,1.3098677158355714,1.3316481239014677,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",12.267959194864138,1.656250057217768,39,SVM,Full Dataset
7.289925336837768,0.7559584871874678,0.186029052734375,0.0279018549903084,"{'C': 100, 'gamma': 'scale', 'kernel': 'poly'}",12.308065588551024,0.7989174542441367,31,Random Forest,Subset Dataset
8.099900770187379,1.7309729702500447,0.2070996761322021,0.0188372957819173,"{'C': 100, 'gamma': 'auto', 'kernel': 'poly'}",12.308940299713113,0.7998700722125739,32,Random Forest,Subset Dataset
1.201078987121582,0.0857570423963025,0.5816728591918945,0.0523486579265362,"{'C': 0.1, 'gamma': 'auto', 'kernel': 'rbf'}",12.315000007720167,1.4421237948781382,33,Random Forest,Subset Dataset
1.2015992164611815,0.0820673584641381,0.6556543827056884,0.0836270240449509,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",12.31551249567944,1.4444860645556494,34,Random Forest,Subset Dataset
69.6261079788208,16.84173094319867,0.1345242977142334,0.023472495859739,"{'C': 1000, 'gamma': 'auto', 'kernel': 'poly'}",12.339615146415891,0.7914237469578459,35,Random Forest,Subset Dataset
65.38887100219726,11.948354563384994,0.1439211368560791,0.0256338608899109,"{'C': 1000, 'gamma': 'scale', 'kernel': 'poly'}",12.342143932420356,0.7916544753844199,36,Random Forest,Subset Dataset
0.9819324016571044,0.0765898670690477,0.1782004833221435,0.01898824615353,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'poly'}",12.760919320629377,1.0187993097086725,37,Random Forest,Subset Dataset
1.0529277801513672,0.1007140664258484,0.179961347579956,0.0219850289702029,"{'C': 0.1, 'gamma': 'auto', 'kernel': 'poly'}",12.761138523450809,1.0244730030396167,38,Random Forest,Subset Dataset
1.2356155872344972,0.0944726808852666,0.2441991329193115,0.0138618874781536,"{'C': 0.1, 'gamma': 'auto', 'kernel': 'sigmoid'}",12.884467274919512,1.066052213743719,39,Random Forest,Subset Dataset
1.2720263957977296,0.0815191587178497,0.2579610347747803,0.0362642862680472,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'sigmoid'}",12.893489968948565,1.0996691328855246,40,Random Forest,Subset Dataset
1.2361941814422608,0.0764041457560022,0.246467113494873,0.0173420165177397,"{'C': 0.01, 'gamma': 'scale', 'kernel': 'sigmoid'}",12.97791425923568,1.648623071413545,41,Random Forest,Subset Dataset
1.2837868690490724,0.0920397355156402,0.2462411880493164,0.0111398644021136,"{'C': 0.01, 'gamma': 'auto', 'kernel': 'sigmoid'}",12.97880374895932,1.6509927004159577,42,Random Forest,Subset Dataset
0.9607852935791016,0.0818875765568305,0.1907997608184814,0.0274085234107217,"{'C': 0.001, 'degree': 2, 'kernel': 'linear'}",13.00396661553275,1.6417771097658,43,Random Forest,Subset Dataset
0.9674489974975586,0.0943499978165099,0.1848006248474121,0.0213856595556975,"{'C': 0.001, 'degree': 4, 'kernel': 'linear'}",13.00396661553275,1.6417771097658,43,Random Forest,Subset Dataset
0.8607822895050049,0.020835207717497,0.1646022796630859,0.0113629904344938,"{'C': 0.001, 'degree': 3, 'kernel': 'linear'}",13.00396661553275,1.6417771097658,43,Random Forest,Subset Dataset
