Year,FULL NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,VI,ORTG,DRTG,TO_100_Games,Salary,Cap Maximum,Salary%OfCap,Traded,Center,Forward,Guard,Salary_Scaled,Salary_BoxCox,Salary_Scaled_BoxCox
2015,Deron Williams,Dal,PG,31.0,65,32.4,67.5,22.0,206,0.869,493,0.454,282,0.344,0.3513883870967742,0.53,14.1,2.9,5.0,5.8,29.3,0.94,0.22,7.6,,,14.799999999999999,10853761.0,70000000,0.1551,0,0,0,1,17430209.84362857,78.05952499140766,109.99448861689376
2017,Udonis Haslem,Mia,PF,37.0,14,5.1,10.7,11.2,2,0.5,7,0.286,8,0.125,0.16679999999999998,0.252,0.6,0.7,7.8,0.4,9.2,0.0,0.14,4.3,71.6,109.4,11.200000000000001,2328652.0,99093000,0.0235,0,0,1,0,2641690.9966193372,59.5671056589512,76.29104451978998
2018,Jeff Green,Was,F,32.62,77,27.2,56.7,17.8,206,0.888,367,0.586,320,0.347,0.39386026200873364,0.608,12.3,4.0,8.0,1.8,9.2,0.56,0.52,6.6,115.3,110.8,11.5,2393887.0,101869000,0.0235,0,0,1,0,2641690.9287221823,59.86027292706416,76.29104413536339
2020,Hassan Whiteside,Sac,C,31.93,36,15.2,31.6,23.5,79,0.519,223,0.565,1,0.0,0.5624776785714285,0.566,8.1,6.0,21.9,0.6,5.6,0.25,1.28,8.1,106.8,103.2,13.4,2320044.0,109140000,0.0213,0,1,0,0,2389641.068499176,59.52790810749851,74.80489096002303
2020,Gordon Hayward,Cha,F,31.15,44,34.0,70.8,23.9,185,0.843,453,0.499,205,0.415,0.4081831306990881,0.584,19.6,5.9,9.3,4.1,19.5,1.18,0.32,9.2,113.9,110.7,11.0,28500000.0,109140000,0.2611,0,0,1,0,29354947.77350193,92.22591191157542,121.54695972168167
2021,Juan Toscano-Anderson,Gol,F,28.95,67,13.9,29.0,14.9,70,0.571,140,0.593,84,0.31,0.42874999999999996,0.557,4.2,2.5,9.7,1.8,17.9,0.67,0.22,7.7,106.9,97.4,19.8,1701593.0,112414000,0.0151,0,0,1,0,1701593.0,56.32806088586526,69.96989041707779
2015,Gary Harris,Den,SG,21.0,76,32.1,66.9,16.5,133,0.82,468,0.543,297,0.354,0.4009058823529412,0.566,12.3,2.9,5.0,1.9,9.5,1.28,0.24,5.1,,,10.6,1587480.0,70000000,0.0227,0,0,0,1,2549356.810285714,55.63319727569561,75.76063104815768
2017,Mangok Mathiang,Cha,PF,25.0,4,5.0,10.3,16.3,1,0.0,7,0.571,0,0.0,0.571,0.538,2.0,2.5,27.3,0.0,0.0,0.25,0.0,0.0,122.1,78.8,0.0,77250.0,99093000,0.0008,0,0,1,0,87634.66137870486,31.80730147244916,38.37826484952443
2016,Shelvin Mack,Uta,PG,26.0,55,21.9,45.6,19.6,77,0.688,261,0.51,120,0.308,0.3978740157480315,0.518,7.8,2.3,6.0,2.8,20.4,0.78,0.05,6.7,,,17.8,2433334.0,94143000,0.0258,0,0,0,1,2905588.395058581,60.03431162177774,77.72767441669838
2021,Andre Drummond,Phi,C,28.62,63,19.95,41.65,19.799999999999997,137,0.5195000000000001,339,0.5865,3,0.0,0.5811890352294764,0.5820000000000001,8.75,9.2,25.45,1.8,13.95,0.83,0.925,10.350000000000001,115.75,95.3,19.35,2401537.0,112414000,0.0214,0,1,0,0,2401537.0,59.89421155754808,74.87784697048944
2013,Steven Adams,Okc,C,20.0,81,14.6,30.2,11.8,136,0.581,185,0.503,0,0.0,0.503,0.541,3.3,4.1,15.8,0.5,5.1,0.49,0.7,5.2,,,22.5,2090880.0,58679000,0.0356,0,1,0,0,4005592.8751342045,58.436628203258735,82.7604310166395
2013,Chris Copeland,Ind,SF,29.0,41,6.3,12.9,24.4,14,0.714,38,0.579,79,0.418,0.3291709401709402,0.621,3.7,0.8,7.0,0.4,13.2,0.07,0.17,6.7,,,10.2,3000000.0,58679000,0.0511,0,0,1,0,5747234.956287598,62.30454562935007,88.78433889909805
2018,Tyler Johnson,Mia,G,26.93,57,28.35,59.1,17.85,127,0.7825,266,0.4545,260,0.33699999999999997,0.3164581246882793,0.523,10.95,3.35,6.35,3.35,16.700000000000003,0.9950000000000001,0.47,6.949999999999999,108.8,110.4,10.75,19245370.0,101869000,0.1889,0,0,0,1,21237560.231081095,86.19759641506474,114.24398108030428
2017,Kosta Koufos,Sac,C,28.0,71,19.6,40.8,15.2,74,0.446,389,0.571,0,0.0,0.571,0.566,6.7,6.6,19.3,1.2,9.7,0.66,0.45,7.7,117.7,100.5,10.4,8393000.0,99093000,0.0847,0,1,0,0,9521264.89257566,74.6432875313423,97.90311732553322
2018,Nikola Vucevic,Orl,C,28.46,80,31.4,65.4,28.0,227,0.789,1123,0.549,231,0.364,0.48638774002954216,0.573,20.8,12.0,20.5,3.8,21.9,1.01,1.14,12.5,115.4,101.0,9.9,12750000.0,101869000,0.1252,0,1,0,0,14069820.063022116,80.27209291707156,105.55803688824862
2017,Josh Gray,Pho,F,24.0,5,17.3,36.0,25.9,11,0.636,28,0.286,13,0.231,0.2319390243902439,0.349,6.4,2.0,6.2,2.4,20.6,1.6,0.4,7.2,76.6,104.0,13.200000000000001,92159.0,99093000,0.0009,0,0,1,0,104547.8674174765,32.90266283163956,39.81682625709957
2019,Langston Galloway,Det,G,28.68,66,25.8,53.7,15.9,84,0.857,211,0.493,331,0.399,0.3137592250922509,0.584,10.2,2.2,4.9,1.5,8.8,0.73,0.15,5.0,117.7,112.3,6.5,7333333.0,109140000,0.0672,0,0,0,1,7553319.551603446,72.90577557334822,93.61594709739995
2016,Jarrod Uthoff,Dal,PF,23.0,9,12.8,26.6,18.1,7,0.714,29,0.448,9,0.333,0.3813289473684211,0.487,4.4,2.6,11.6,1.0,12.8,0.22,0.44,7.0,,,6.800000000000001,129920.0,94143000,0.0014,0,0,1,0,155134.496245074,35.12548796284928,43.20709503921194
2020,Jared Dudley,Lal,F,35.85,12,6.7,14.0,5.9,0,0.0,3,0.0,6,0.333,0.11100000000000002,0.333,0.5,1.8,14.6,0.4,7.6,0.08,0.08,4.2,93.2,100.7,18.2,2564753.0,109140000,0.0235,0,0,1,0,2641690.890067803,60.59754004546669,76.29104391650633
2019,Anthony Davis,Lal,F-C,27.43,62,34.4,71.6,29.3,525,0.846,878,0.546,218,0.33,0.47021715328467156,0.61,26.1,9.3,14.8,3.2,15.1,1.47,2.31,10.7,120.3,100.6,10.4,27093019.0,109140000,0.2482,0,1,1,0,27905759.921806857,91.42703244998361,120.37598522051664
2017,Marcus Paige,Cha,PG,24.0,5,5.6,11.7,23.0,2,1.0,6,0.333,8,0.25,0.21414285714285716,0.403,2.4,0.8,7.7,0.6,16.1,0.0,0.0,7.5,95.9,112.6,0.0,77250.0,99093000,0.0008,0,0,0,1,87634.66137870486,31.80730147244916,38.37826484952443
2014,Jabari Parker,Mil,SF,19.0,25,29.5,61.5,21.0,66,0.697,247,0.506,16,0.25,0.4828212927756654,0.527,12.3,5.5,10.7,1.7,9.5,1.24,0.2,6.6,,,13.900000000000002,4930560.0,63065000,0.0782,0,0,1,0,8788773.041148022,68.00869632174582,96.40029230041324
2013,Enes Kanter,Uta,C,21.0,80,26.5,55.0,23.4,204,0.73,852,0.492,1,0.0,0.4914232121922626,0.523,12.3,7.5,16.2,0.9,6.4,0.35,0.53,6.6,,,13.3,4753320.0,58679000,0.081,0,1,0,0,9106148.954140322,67.57264764516218,97.06354452030457
2018,Bobby Portis,Chi,F,24.16,50,25.75,53.650000000000006,24.9,97,0.7945,437,0.4675,191,0.389,0.38629243542435426,0.5295000000000001,14.2,7.9,16.700000000000003,1.4,8.9,0.6799999999999999,0.41000000000000003,8.4,105.1,103.15,9.8,2494346.0,101869000,0.0245,0,0,1,0,2752548.972150507,60.298888080169995,76.90821586099176
2019,Kenrich Williams,Nor,G-F,25.7,39,21.3,44.4,8.9,26,0.346,50,0.52,97,0.258,0.26199319727891157,0.429,3.5,4.8,11.9,1.5,8.4,0.69,0.54,5.5,102.2,104.2,12.2,1416852.0,109140000,0.013,0,0,1,1,1459354.9636063774,54.51159957511216,67.88002806504532
2015,Jordan McRae,Pho,PG,24.0,22,9.7,20.200000000000003,23.25,28,0.746,56,0.4615,22,0.4545,0.3700096153846154,0.552,4.699999999999999,0.9500000000000001,5.65,1.2,20.549999999999997,0.215,0.035,7.3,,,14.5,172971.0,70000000,0.0025,0,0,0,1,277776.5999142857,37.07428110947049,48.680647614192786
2014,Russ Smith,Mem,PG,23.0,6,6.0,12.5,33.3,13,0.923,10,0.5,5,0.2,0.36666666666666664,0.603,4.2,0.5,4.8,1.0,27.3,0.5,0.0,8.5,,,19.400000000000002,507336.0,63065000,0.008,0,0,0,1,904331.5484658685,45.25959959872049,61.73174471787277
2015,Stephen Curry,Gol,PG,27.0,79,34.2,71.2,32.6,400,0.908,712,0.566,886,0.454,0.37804380475594496,0.669,30.1,5.4,8.6,6.7,33.7,2.14,0.2,12.0,,,12.9,11370786.0,70000000,0.1624,0,0,0,1,18260507.6772,78.69309188640717,110.98165140549332
2020,RJ Barrett,Nyk,F-G,20.92,72,34.9,72.7,23.4,276,0.746,750,0.457,309,0.401,0.382157223796034,0.535,17.6,5.8,8.9,3.0,13.8,0.74,0.28,7.7,106.2,104.7,10.5,8231760.0,109140000,0.0754,0,0,1,1,8478697.715228148,74.39123614059167,95.73311991650036
2015,Jason Thompson,Gol,C,29.0,47,10.9,22.700000000000003,14.1,54,0.7215,93,0.5025,15,0.1665,0.4613068181818182,0.5549999999999999,3.3499999999999996,3.05,15.85,0.6,9.6,0.28,0.45999999999999996,7.15,,,10.35,6752729.0,70000000,0.0965,0,1,0,0,10844303.968657142,71.86235692024674,100.39315868641033
2019,Luka Doncic,Dal,G-F,21.46,61,33.6,69.9,36.8,562,0.758,713,0.575,541,0.316,0.3950980861244019,0.586,28.8,9.4,14.7,8.8,45.7,0.98,0.23,15.9,115.6,104.0,14.8,7683360.0,109140000,0.0704,0,0,1,1,7913846.720175922,73.50176447548957,94.46474160932368
2017,Jahlil Okafor,Phi,C,22.0,28,12.649999999999999,26.299999999999997,22.049999999999997,29,0.63,134,0.51,4,0.125,0.5030077519379845,0.529,5.7,3.7,15.700000000000001,0.45,5.800000000000001,0.06,0.81,6.65,98.7,89.65,16.6,4995120.0,99093000,0.0504,0,1,0,0,5666610.35269898,68.16426318860275,88.54105510106814
2018,Devin Robinson,Was,F,24.1,7,13.5,28.1,18.0,14,0.643,30,0.633,2,0.0,0.5934375000000001,0.616,6.7,2.9,11.5,0.9,9.5,0.57,0.86,7.7,127.9,104.4,5.0,77250.0,101869000,0.0008,0,0,1,0,85246.55685242811,31.80730147244916,38.15721093781661
2020,Derrick White,San,G,26.87,36,29.5,61.6,22.4,114,0.851,210,0.486,243,0.346,0.31809933774834437,0.55,15.4,3.0,5.4,3.5,17.4,0.72,1.0,7.4,110.6,108.7,8.2,3516284.0,109140000,0.0322,0,0,0,1,3621766.076378963,64.07826719598042,81.14948869662936
2014,Danny Granger,Mia,SF,31.0,30,20.4,42.6,15.8,37,0.757,78,0.449,84,0.357,0.3087407407407407,0.527,6.3,2.7,7.8,0.6,4.4,0.43,0.2,4.3,,,11.899999999999999,2100000.0,63065000,0.0333,0,0,1,0,3743271.228097994,58.481931588439075,81.67395169400515
2021,Torrey Craig,Ind,F,31.26,68,21.05,43.8,14.4,52,0.7384999999999999,188,0.6085,193,0.312,0.37159577402135235,0.552,6.7,4.55,11.7,1.25,7.800000000000001,0.615,0.565,6.35,109.0,104.1,13.649999999999999,4878049.0,112414000,0.0434,0,0,1,0,4878049.0,67.8808977961831,85.99900351195808
2020,Nickeil Alexander-Walker,Nor,G,22.7,46,21.9,45.6,23.2,66,0.727,239,0.485,219,0.347,0.3360513100436681,0.522,11.0,3.1,7.8,2.2,14.7,1.02,0.48,7.7,100.5,106.5,12.4,3113160.0,109140000,0.0285,0,0,0,1,3206549.095107202,62.7140848003948,79.24133399679268
2016,Russell Westbrook,Okc,PG,28.0,81,34.6,72.1,41.7,840,0.845,1358,0.459,583,0.343,0.37264631633178774,0.554,31.6,10.7,17.1,10.4,57.3,1.65,0.38,17.6,,,15.9,26540100.0,94143000,0.2819,0,0,0,1,31690925.521812562,91.10353319075966,123.33866354553366
2013,Channing Frye,Pho,PF,30.0,82,28.0,58.1,17.4,95,0.821,346,0.509,432,0.37,0.3290925449871465,0.555,11.1,5.1,10.2,1.2,6.5,0.73,0.77,5.8,,,9.8,6400000.0,58679000,0.1091,0,0,1,0,12260767.906746877,71.19109526698358,102.79755532480533
2017,Danuel House,Pho,SG,24.0,23,17.5,36.5,16.2,31,0.806,71,0.577,58,0.259,0.3757984496124031,0.533,6.6,3.3,10.1,1.1,9.4,0.3,0.26,6.6,110.7,110.6,7.199999999999999,77250.0,99093000,0.0008,0,0,0,1,87634.66137870486,31.80730147244916,38.37826484952443
2016,Ryan Kelly,Atl,PF,25.0,16,6.9,14.3,13.7,6,0.833,18,0.222,10,0.4,0.21414285714285716,0.408,1.6,1.1,9.0,0.5,10.2,0.25,0.31,5.6,,,11.5,713305.0,94143000,0.0076,0,0,1,0,851741.1625930765,48.16127669785232,60.99922493688832
2017,Jake Layman,Por,SF,23.0,34,4.7,9.8,14.6,3,0.667,27,0.37,20,0.2,0.2551063829787234,0.352,1.0,0.5,5.4,0.3,9.4,0.18,0.12,4.5,81.5,102.5,9.4,1312611.0,99093000,0.0132,0,0,1,0,1489064.343132209,53.769279100572724,68.15095067209887
2021,Dillon Brooks,Mem,G-F,26.16,25,27.5,57.4,28.3,82,0.878,279,0.466,118,0.314,0.3741561712846348,0.511,17.7,3.2,6.0,2.7,14.8,1.32,0.24,7.8,106.4,101.7,8.6,12200000.0,112414000,0.1085,0,0,1,1,12200000.0,79.6604674322892,102.69919080985798
2020,DaQuan Jeffries,Sac,G-F,23.71,31,16.5,34.3,11.95,8,0.9285,53,0.571,67,0.3015,0.3336290726817043,0.514,4.2,2.4000000000000004,7.75,0.75,5.949999999999999,0.505,0.34,4.5,104.15,110.4,10.2,1445697.0,109140000,0.0132,0,0,1,1,1489065.2607476637,54.70889807947108,68.15095897144214
2017,Aaron Gordon,Orl,SF,22.0,58,32.9,68.6,24.7,225,0.698,523,0.497,342,0.336,0.366921387283237,0.53,17.6,7.9,13.2,2.3,11.7,1.02,0.78,8.3,103.6,106.2,10.0,5504419.0,99093000,0.0555,0,0,1,0,6244374.047268727,69.33565871870753,90.22572660602707
2017,Cole Aldrich,Min,C,29.0,21,2.3,4.8,16.9,6,0.333,15,0.333,0,0.0,0.333,0.34,0.6,0.7,17.8,0.1,8.2,0.1,0.05,6.0,,,5.4,7300000.0,99093000,0.0737,0,1,0,0,8281333.69662842,72.84778274109948,95.29800583132253
2021,George King,Dal,F-G,28.18,4,4.8,10.0,16.1,2,0.5,1,0.0,4,0.0,0.0,0.085,0.3,1.3,14.4,0.0,0.0,0.0,0.0,0.0,16.7,87.1,14.5,85578.0,112414000,0.0008,0,0,1,1,85578.0,32.43900327864098,38.18819087078281
2020,Kostas Antetokounmpo,Lal,F,23.49,15,3.7,7.8,20.8,13,0.462,10,0.3,0,0.0,0.3,0.382,0.8,1.3,19.1,0.1,2.3,0.13,0.27,5.1,,,41.2,449115.0,109140000,0.0041,0,0,1,0,462587.62699285324,44.25960085638982,53.97600485052455
2019,Ivica Zubac,Lac,C,23.41,72,18.4,38.4,16.4,166,0.747,385,0.613,2,0.0,0.6098320413436692,0.648,8.3,7.6,21.3,1.1,9.1,0.22,0.92,8.9,132.1,95.4,11.7,6481482.0,109140000,0.0594,0,1,0,0,6675914.582627818,71.34886725715535,91.40276674200699
2017,Timofey Mozgov,Bro,C,31.0,31,11.6,24.2,16.8,30,0.767,75,0.64,18,0.222,0.5376129032258065,0.617,4.2,3.2,14.5,0.4,4.7,0.16,0.42,6.0,102.9,102.2,23.7,15280000.0,99093000,0.1542,0,1,0,0,17334079.299244143,82.82882986716312,109.8777293718658
2020,Ben Simmons,Phi,G-F,24.82,58,32.4,67.4,20.2,287,0.613,573,0.562,10,0.3,0.5549331046312178,0.584,14.3,7.2,12.2,6.9,31.3,1.6,0.6,11.0,114.0,100.2,19.6,30559200.0,109140000,0.28,0,0,1,1,31475920.000000004,93.3374293205187,123.17834947782373
2014,Joe Harris,Cle,SG,23.0,51,9.7,20.1,14.3,15,0.6,36,0.472,84,0.369,0.27074999999999994,0.537,2.7,0.8,4.8,0.5,7.7,0.14,0.04,4.2,,,17.599999999999998,884879.0,63065000,0.014,0,0,0,1,1577305.7624038688,50.08070680792862,68.93039202265659
2014,John Wall,Was,PG,24.0,79,35.9,74.8,26.5,362,0.785,949,0.478,217,0.3,0.41695711835334476,0.523,17.6,4.6,7.3,10.0,46.3,1.75,0.57,10.4,,,18.7,13701250.0,63065000,0.2173,0,0,0,1,24422616.625703637,81.27952634905931,117.34373502330996
2013,Mike James,Chi,PG,38.0,11,6.9,13.1,16.4,2,0.0,16,0.25,5,0.2,0.21428571428571427,0.251,1.0,0.6,5.3,1.5,34.8,0.18,0.0,5.6,,,18.6,889097.0,58679000,0.0152,0,0,0,1,1703283.119310145,50.123809859465794,69.9835923637506
2019,Jerome Robinson,Lac,G,23.48,63,17.65,36.75,16.35,57,0.671,157,0.41700000000000004,153,0.3165,0.2893119929006085,0.46950000000000003,6.15,2.3499999999999996,7.0,1.55,11.95,0.51,0.31,6.199999999999999,94.75,103.9,13.05,3567720.0,109140000,0.0327,0,0,0,1,3674745.0621220456,64.24275253098386,81.37990712947936
2019,Dante Exum,Uta,G,25.09,35,12.2,25.35,16.1,43,0.866,76,0.515,43,0.34199999999999997,0.40137896286231883,0.5475,3.9,1.7,7.800000000000001,1.0,11.600000000000001,0.275,0.215,6.1,97.8,107.55000000000001,22.55,9600000.0,109140000,0.088,0,0,0,1,9887982.407916438,76.41093953046328,98.62027745120963
2020,Khris Middleton,Mil,F,29.76,68,33.4,69.5,25.0,236,0.898,709,0.508,365,0.414,0.40570484171322163,0.588,20.4,6.0,9.4,5.4,23.2,1.09,0.15,10.4,115.5,107.1,13.1,33051724.0,109140000,0.3028,0,0,1,0,34043215.152428076,94.60169512881328,125.03695690156552
2020,Kyrie Irving,Bro,G,29.15,54,34.9,72.8,30.3,218,0.922,708,0.561,378,0.402,0.43569613259668516,0.614,26.9,4.8,7.5,6.0,28.6,1.41,0.69,10.5,121.0,109.3,9.8,33722850.0,109140000,0.309,0,0,0,1,34734473.70258384,94.92840037628365,125.51776864693342
2021,Deividas Sirvydis,Det,F-G,21.78,3,8.9,18.5,16.1,0,0.0,3,0.0,7,0.143,0.05005,0.15,1.0,2.0,12.2,0.3,5.0,1.0,0.33,3.8,40.8,93.7,0.0,1603559.0,112414000,0.0143,0,0,1,1,1603559.0,55.73359366539606,69.1554031905985
2017,George Hill,Sac,PG,31.0,67,27.25,56.75,16.15,140,0.7915000000000001,308,0.4945,205,0.402,0.37607136412847353,0.5740000000000001,9.850000000000001,2.6500000000000004,5.55,2.8,14.75,0.935,0.43,6.15,112.9,108.69999999999999,13.0,20000000.0,99093000,0.2018,0,0,0,1,22688585.470214847,86.77143252034766,115.70016694594413
2014,Troy Daniels,Hou,SG,23.0,47,8.933333333333334,18.599999999999998,21.73333333333333,13,0.8690000000000001,47,0.4116666666666667,118,0.369,0.2353442120447169,0.5116666666666667,4.166666666666667,0.6999999999999998,4.5,0.4666666666666666,8.766666666666667,0.14333333333333334,0.03,4.8,,,10.4,816482.0,63065000,0.0129,0,0,0,1,1455387.4185047173,49.35652383407974,67.84350735815259
2013,Ed Davis,Mem,PF,24.0,63,15.0,30.9,18.1,89,0.528,290,0.534,0,0.0,0.534,0.542,5.7,4.1,16.3,0.4,4.6,0.27,0.68,5.6,,,10.8,3153860.0,58679000,0.0537,0,0,1,0,6041991.479745735,62.85833138613482,89.65067915248095
2019,Anzejs Pasecniks,Was,C,24.65,26,16.8,35.0,15.8,58,0.586,113,0.54,3,0.0,0.5260344827586207,0.551,6.0,4.1,13.4,0.7,5.7,0.35,0.46,6.1,108.4,101.5,14.5,482144.0,109140000,0.0044,0,1,0,0,496607.4364669233,44.839386906583705,54.75273776200145
2021,Kristaps Porzingis,Dal,F-C,26.64,42,27.9,58.05,29.55,232,0.876,411,0.545,203,0.2915,0.4206277020502155,0.5920000000000001,20.0,7.75,15.3,2.25,14.05,0.62,1.685,10.15,120.85,102.19999999999999,7.95,31650600.0,112414000,0.2816,0,1,1,0,31650600.0,93.90127703246203,123.30866357038346
2016,Joffrey Lauvergne,Okc,C,25.0,70,13.45,27.950000000000003,19.25,73,0.619,238,0.4685,98,0.32299999999999995,0.38473111190306486,0.491,5.1,3.55,14.45,1.0,11.25,0.355,0.06,7.85,,,13.450000000000001,1709719.0,94143000,0.0182,0,1,0,0,2041536.297611081,56.37603535580201,72.52584038782356
2013,Stephen Jackson,Lac,SF,35.0,9,11.7,23.5,14.2,4,0.5,12,0.417,14,0.071,0.21157692307692305,0.27,1.7,1.1,5.3,0.6,6.3,0.67,0.11,3.6,,,17.8,238739.0,58679000,0.0041,0,0,1,0,457363.0420763817,39.378654484853115,53.85261393212911
2015,Hassan Whiteside,Mia,C,26.0,73,29.1,60.7,20.7,329,0.65,681,0.605,0,0.0,0.605,0.629,14.2,11.8,23.1,0.4,2.4,0.6,3.68,5.6,,,14.2,981348.0,70000000,0.014,0,1,0,0,1575960.7724571428,51.02610383266483,68.91878221271587
2013,Mike Muscala,Atl,C,22.0,20,10.6,21.4,19.6,14,1.0,70,0.443,3,0.0,0.42479452054794525,0.48,3.8,2.6,14.2,0.4,5.3,0.15,0.5,6.0,,,13.200000000000001,161471.0,58679000,0.0028,0,1,0,0,309337.25854223827,36.59759899854066,49.757225193078234
2014,Erick Green,Den,PG,23.0,43,9.5,19.9,19.4,12,0.833,115,0.409,47,0.298,0.33356790123456787,0.436,3.4,0.7,4.1,0.9,15.1,0.28,0.0,5.4,,,7.7,507336.0,63065000,0.008,0,0,0,1,904331.5484658685,45.25959959872049,61.73174471787277
2014,Joakim Noah,Chi,C,29.0,67,30.6,63.7,13.9,174,0.603,425,0.447,2,0.0,0.4449063231850117,0.482,7.2,9.6,17.1,4.6,22.9,0.72,1.1,8.9,,,19.6,12700000.0,63065000,0.2014,0,1,0,0,22637878.379449774,80.21741540534764,115.65058107886139
2018,Ben Simmons,Phi,G-F,22.72,79,34.2,71.2,22.1,428,0.6,954,0.566,6,0.0,0.5624625,0.582,16.9,8.8,13.7,7.7,34.2,1.42,0.77,12.2,113.8,103.1,19.3,6434520.0,101869000,0.0632,0,0,1,1,7100591.262111142,71.25814024461579,92.50187764121401
2017,Nik Stauskas,Phi,SG,24.0,41,10.6,22.05,12.5,29,0.852,54,0.353,100,0.202,0.254945,0.47850000000000004,2.9,1.0,4.1,0.65,7.300000000000001,0.405,0.055,3.95,77.8,106.65,28.5,3807146.0,99093000,0.0384,0,0,0,1,4318937.870929329,64.98317657235816,83.98451451527478
2020,Dillon Brooks,Mem,G-F,25.32,67,29.8,62.1,26.1,195,0.815,659,0.461,372,0.344,0.35672453928225023,0.515,17.2,2.9,5.2,2.3,11.7,1.16,0.39,6.5,101.2,104.0,9.6,11400000.0,109140000,0.1045,0,0,1,1,11741979.109400772,78.72816415142988,101.94462875670976
2018,Ryan Broekhoff,Dal,G-F,28.63,42,10.8,22.5,14.3,19,0.789,33,0.576,94,0.404,0.2991811023622047,0.617,4.0,1.5,7.4,0.5,7.1,0.14,0.1,5.3,115.8,106.7,10.6,838464.0,101869000,0.0082,0,0,1,1,925257.8517115118,49.59464431210486,62.013563838829704
2018,Frank Kaminsky,Cha,F-C,26.02,47,16.1,33.5,22.1,107,0.738,160,0.55,139,0.36,0.3779933110367893,0.585,8.6,3.5,11.7,1.3,12.9,0.26,0.28,8.4,115.5,106.2,10.6,3627842.0,101869000,0.0356,0,1,1,0,4003379.1495744535,64.43251118803641,82.75150880826527
2017,Wayne Selden,Mem,G,23.0,35,19.8,41.2,22.7,59,0.746,147,0.456,122,0.402,0.3403494423791822,0.551,9.3,1.6,4.7,1.9,16.0,0.51,0.14,6.2,101.7,108.8,15.5,1312611.0,99093000,0.0132,0,0,0,1,1489064.343132209,53.769279100572724,68.15095067209887
2018,Chandler Hutchison,Chi,F,22.96,44,20.3,42.4,12.2,38,0.605,159,0.516,50,0.28,0.4260478468899521,0.507,5.2,4.2,11.2,0.8,5.3,0.52,0.14,5.1,102.1,109.2,10.0,1991520.0,101869000,0.0195,0,0,1,0,2197672.7883850825,57.9320022894271,73.58447204145774
2021,Malcolm Brogdon,Ind,G,29.28,36,33.5,69.8,24.6,167,0.856,357,0.518,186,0.312,0.394,0.557,19.1,5.1,8.5,5.9,27.1,0.86,0.39,9.9,115.8,112.7,11.1,21700000.0,112414000,0.193,0,0,0,1,21700000.0,88.00039947935413,114.71666341351916
2017,Devin Robinson,Was,SF,22.0,1,13.2,27.5,10.0,0,0.0,3,0.333,0,0.0,0.333,0.333,2.0,5.0,21.4,0.0,0.0,1.0,0.0,0.0,103.4,90.4,0.0,77250.0,99093000,0.0008,0,0,1,0,87634.66137870486,31.80730147244916,38.37826484952443
2014,Anthony Tolliver,Det,PF,29.0,76,16.8,35.05,14.7,69,0.7305,103,0.3745,290,0.3735,0.24193990934508175,0.5509999999999999,5.5,2.75,8.95,0.65,5.85,0.275,0.16499999999999998,5.0,,,11.45,3000000.0,63065000,0.0476,0,0,1,0,5347530.325854277,62.30454562935007,87.54958592841821
2017,Dwight Buycks,Det,PG,28.0,29,14.7,30.7,26.4,41,0.878,153,0.438,45,0.333,0.37629545454545454,0.498,7.4,1.4,5.3,2.0,22.3,0.66,0.07,7.5,97.3,101.6,15.299999999999999,748160.0,99093000,0.0076,0,0,0,1,848734.605269797,48.58040144327436,60.956241379451995
2018,Dario Saric,Phi,F,25.01,81,27.2,56.599999999999994,17.9,150,0.8875,372,0.477,324,0.3395,0.32600197453255964,0.5375,10.8,6.0,11.85,1.75,8.850000000000001,0.45499999999999996,0.175,7.15,107.6,105.25,12.6,2526840.0,101869000,0.0248,0,0,1,0,2788406.5982781807,60.437588195658776,77.10349558160429
2019,Chimezie Metu,San,F-C,23.4,18,5.9,12.2,23.7,13,0.769,40,0.6,2,0.0,0.5714285714285714,0.608,3.2,1.8,16.9,0.6,14.8,0.17,0.33,10.3,113.0,108.4,17.3,1416852.0,109140000,0.013,0,1,1,0,1459354.9636063774,54.51159957511216,67.88002806504532
2013,Rashard Lewis,Mia,SF,34.0,60,16.0,32.8,14.2,33,0.788,102,0.51,134,0.343,0.31780084745762716,0.535,4.5,1.8,7.2,1.0,8.6,0.88,0.15,5.0,,,12.3,1399507.0,58679000,0.0239,0,0,1,0,2681098.5173230628,54.39133208010075,76.51281817972809
2015,Lavoy Allen,Ind,PF,26.0,79,20.2,42.2,13.0,73,0.63,370,0.516,0,0.0,0.516,0.532,5.4,5.4,14.5,1.0,7.1,0.33,0.53,6.1,,,14.6,3550000.0,70000000,0.0507,0,0,1,0,5700995.714285714,64.18631236123184,88.64515618577946
2017,Josh Magette,Atl,PG,28.0,18,12.0,25.0,11.8,8,1.0,24,0.292,22,0.364,0.23939130434782604,0.464,2.6,1.1,4.9,3.2,36.4,0.44,0.06,7.0,116.2,107.5,15.4,77250.0,99093000,0.0008,0,0,0,1,87634.66137870486,31.80730147244916,38.37826484952443
