Year,FULL NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,VI,ORTG,DRTG,TO_100_Games,Salary,Cap Maximum,Salary%OfCap,Traded,Center,Forward,Guard,Salary_Scaled,Salary_BoxCox,Salary_Scaled_BoxCox
2017,Eric Bledsoe,Pho,PG,28.0,74,29.55,61.6,27.4,318,0.7895000000000001,629,0.497,360,0.3285,0.38122457850368807,0.5469999999999999,16.75,3.0999999999999996,5.85,4.05,21.95,1.685,0.615,7.95,101.55,107.35,16.9,14500000.0,99093000,0.1463,0,0,0,1,16449224.465905765,82.0810816422406,108.777376853887
2020,Malachi Flynn,Tor,G,23.02,47,19.7,41.1,19.0,56,0.804,173,0.422,168,0.321,0.2931671554252199,0.483,7.5,2.5,6.9,2.9,21.4,0.83,0.15,7.7,102.9,109.5,10.5,1950600.0,109140000,0.0179,0,0,0,1,2009114.4255085213,57.718018428500855,72.2977617361703
2018,Jahlil Okafor,Nor,C,23.32,59,15.8,33.0,19.9,89,0.663,357,0.591,5,0.2,0.5842182320441989,0.603,8.2,4.7,15.4,0.7,6.3,0.25,0.68,7.6,115.1,104.7,11.5,1567007.0,101869000,0.0154,0,1,0,0,1729216.198234988,55.50412276349821,70.19245364164205
2016,Solomon Hill,Nor,SF,25.0,80,29.7,61.8,11.5,128,0.805,208,0.428,270,0.348,0.28452719665271964,0.527,7.0,3.8,6.8,1.8,8.1,0.9,0.4,4.9,,,13.3,11709603.0,94143000,0.1244,0,0,1,0,13982168.73949205,79.09529067333983,105.43118017489294
2018,Malcolm Brogdon,Mil,G,26.33,64,28.6,59.6,20.7,152,0.928,503,0.545,244,0.426,0.4365555555555556,0.615,15.6,4.5,8.0,3.2,16.2,0.72,0.19,8.5,120.9,104.1,10.2,1544951.0,101869000,0.0152,0,0,0,1,1704877.0647989083,55.363474985253724,69.99650444599325
2018,Dante Exum,Uta,G,23.75,42,15.8,32.9,21.2,86,0.791,177,0.469,62,0.29,0.38494979079497904,0.52,6.9,1.6,5.5,2.6,24.1,0.33,0.12,7.8,105.0,100.6,15.8,10600000.0,101869000,0.1041,0,0,0,1,11697262.170041917,77.73924989250493,101.86967848736842
2014,Rudy Gay,Sac,SF,28.0,68,35.4,73.8,27.4,393,0.858,896,0.479,220,0.359,0.41995878136200715,0.556,21.1,5.9,9.4,3.7,19.0,1.04,0.6,8.7,,,12.4,19317326.0,63065000,0.3063,0,0,1,0,34433328.8664711,86.25311959549805,125.30927437072722
2018,Georges Niang,Uta,F,25.82,59,8.8,18.2,17.8,24,0.833,76,0.566,105,0.41,0.35658011049723753,0.613,4.0,1.5,9.1,0.6,10.1,0.17,0.1,7.0,114.8,98.4,10.7,1512601.0,101869000,0.0148,0,0,1,0,1669178.3448742994,55.15410505046073,69.7049254762584
2021,Usman Garuba,Hou,F,20.04,16,7.0,14.5,11.4,2,0.5,11,0.545,14,0.214,0.29972,0.425,1.4,2.3,18.1,0.5,9.8,0.5,0.44,6.7,101.1,105.1,13.4,2353320.0,112414000,0.0209,0,0,1,0,2353320.0,59.67876478958365,74.5802877270929
2017,Jason Terry,Mil,SG,40.0,51,16.0,33.2,10.1,9,0.889,39,0.487,115,0.348,0.25326623376623375,0.525,3.3,0.9,3.5,1.2,9.7,0.82,0.24,3.8,102.8,108.7,13.700000000000001,2328652.0,99093000,0.0235,0,0,0,1,2641690.9966193372,59.5671056589512,76.29104451978998
2018,Will Barton,Den,G,28.26,43,27.7,57.6,20.0,74,0.77,264,0.447,196,0.342,0.3294,0.501,11.5,4.6,9.1,2.9,14.4,0.42,0.51,7.7,102.3,106.4,11.7,11830358.0,101869000,0.1161,0,0,0,1,13054981.046363465,79.23627638264956,104.04785853877337
2021,Onyeka Okongwu,Atl,F-C,21.28,38,20.7,43.0,14.7,90,0.733,188,0.697,0,0.0,0.697,0.721,8.6,5.6,14.8,1.0,7.2,0.58,1.32,7.0,140.3,100.5,13.7,6104280.0,112414000,0.0543,0,1,1,0,6104280.0,70.60396202633947,89.82932032800373
2019,Kendrick Nunn,Mia,G,25.03,67,29.3,61.0,24.0,100,0.85,523,0.505,391,0.35,0.36382932166301973,0.534,15.3,2.7,5.1,3.3,18.5,0.84,0.22,7.0,103.3,106.4,10.6,1416852.0,109140000,0.013,0,0,0,1,1459354.9636063774,54.51159957511216,67.88002806504532
2017,Alex Poythress,Ind,SF,24.0,25,4.2,8.7,12.0,0,0.0,15,0.467,11,0.364,0.346423076923077,0.5,1.0,0.7,9.2,0.1,2.6,0.12,0.04,3.9,108.0,96.4,7.1,778668.0,99093000,0.0079,0,0,1,0,883343.7735460628,48.93401559723644,61.44369413685826
2016,Justin Holiday,Nyk,SG,27.0,82,20.0,41.6,16.9,80,0.825,265,0.513,273,0.355,0.34275557620817837,0.549,7.7,2.8,7.4,1.2,9.2,0.79,0.38,5.9,,,10.299999999999999,1015696.0,94143000,0.0108,0,0,0,1,1212819.3295730962,51.3439190419781,65.43858450638506
2021,Semi Ojeleye,Mil,F,27.3,29,12.45,25.9,14.4,27,0.7775000000000001,46,0.356,48,0.4195,0.2976122023809524,0.5115000000000001,3.5999999999999996,2.3,9.6,0.35,4.45,0.235,0.18,4.75,108.75,108.55,8.95,1789256.0,112414000,0.0159,0,0,1,0,1789256.0,56.83577699625157,70.66635732352039
2021,Markieff Morris,Mia,F,32.55,14,18.0,37.6,21.3,9,0.889,66,0.561,31,0.29,0.4280515463917526,0.54,7.8,2.9,8.9,1.4,11.9,0.21,0.07,7.0,101.3,100.4,16.5,2641691.0,112414000,0.0235,0,0,1,0,2641691.0,60.91612986640299,76.29104453893092
2013,Kevin Garnett,Bro,C,37.0,54,20.3,41.7,19.1,47,0.809,353,0.445,3,0.0,0.44125000000000003,0.467,6.5,6.6,19.5,1.5,12.6,0.81,0.74,7.9,,,15.5,11532468.0,58679000,0.1965,0,1,0,0,22093267.74062271,78.88625586286494,115.11220901272502
2020,Rodney Hood,Por,G-F,28.57,55,15.9,33.15,14.149999999999999,28,0.844,147,0.405,113,0.304,0.2902508221603845,0.46799999999999997,4.3,1.85,6.5,0.8,6.15,0.385,0.145,4.5,96.94999999999999,112.0,10.05,10047450.0,109140000,0.0921,0,0,1,1,10348855.087960418,77.01898284037351,99.49137415330068
2021,Dean Wade,Cle,F-C,25.34,51,19.2,40.0,11.1,30,0.667,75,0.64,142,0.359,0.33865898617511525,0.584,5.3,2.9,8.4,1.0,7.3,0.57,0.14,5.2,122.0,102.5,6.5,1782621.0,112414000,0.0159,0,1,1,0,1782621.0,56.798088051194625,70.61463055460575
2013,Greg Smith,Hou,C,23.0,11,9.0,17.7,15.7,5,0.4,28,0.643,0,0.0,0.643,0.629,3.5,2.5,15.2,0.0,0.0,0.09,0.18,0.0,,,14.2,884293.0,58679000,0.0151,0,1,0,0,1694079.880400143,50.074704938079115,69.90884597405066
2020,Nicolo Melli,Nor,F,30.3,45,12.55,26.15,12.45,25,0.7895,56,0.40249999999999997,85,0.261,0.23765429929723028,0.426,3.0,2.7,11.9,0.9500000000000001,10.2,0.33499999999999996,0.09,6.2,103.45,104.75,7.699999999999999,3897436.0,109140000,0.0357,0,0,1,0,4014351.9379146057,65.25227348553113,82.79569411895758
2013,Steve Novak,Tor,PF,30.0,54,9.8,20.0,13.2,6,1.0,24,0.333,122,0.426,0.23272602739726028,0.599,3.3,1.1,6.4,0.2,3.9,0.22,0.07,3.7,,,3.3000000000000003,3750001.0,58679000,0.0639,0,0,1,0,7184045.611104484,64.81008377718487,92.71152104045231
2017,Ante Zizic,Cle,PF,21.0,32,6.7,14.0,18.7,29,0.724,67,0.731,0,0.0,0.731,0.746,3.7,1.9,15.7,0.2,3.8,0.06,0.41,6.7,137.8,99.9,12.1,1645200.0,99093000,0.0166,0,0,1,0,1866363.0407798735,55.989725406226,71.25627675178269
2019,Joe Ingles,Uta,F-G,32.87,72,29.7,61.8,15.0,94,0.787,200,0.525,353,0.399,0.31722151898734174,0.595,9.8,3.9,7.2,5.2,24.3,0.9,0.15,7.9,115.2,105.5,19.2,11454546.0,109140000,0.105,0,0,1,1,11798161.389444752,78.79344686835275,102.03846626976508
2021,Marko Simonovic,Chi,C,22.44,9,3.9,8.1,27.3,11,0.727,10,0.3,5,0.2,0.23333333333333334,0.428,1.9,1.1,15.9,0.0,0.0,0.11,0.11,0.0,,,9.2,925258.0,112414000,0.0082,0,1,0,0,925258.0,50.486457037431684,62.013565817328235
2014,Jae Crowder,Bos,SF,24.0,82,17.4,36.3,16.85,141,0.8355,339,0.509,208,0.312,0.356906050955414,0.53,6.55,2.9,8.25,0.95,7.75,0.8,0.275,5.7,,,8.95,915243.0,63065000,0.0145,0,0,1,0,1631429.8993419488,50.387227703363635,69.39100888982932
2013,Roy Hibbert,Ind,C,27.0,81,29.5,61.2,19.5,269,0.77,749,0.439,5,0.4,0.4374151193633952,0.499,10.8,6.6,12.6,1.1,6.3,0.36,2.23,5.8,,,14.399999999999999,14283844.0,58679000,0.2434,0,1,0,0,27364202.51565296,81.86789722588958,119.92561997909448
2019,Sterling Brown,Mil,G-F,25.51,52,14.7,30.7,17.0,40,0.8,120,0.425,136,0.324,0.28528125,0.486,5.1,3.5,11.8,1.0,8.6,0.56,0.13,7.1,96.3,97.5,13.3,1618520.0,109140000,0.0148,0,0,1,1,1667072.6340480119,55.82625356591892,69.68756792097139
2014,Stephen Curry,Gol,PG,26.0,80,32.7,68.1,29.4,337,0.914,695,0.528,646,0.443,0.38034973900074576,0.638,23.8,4.3,7.0,7.7,38.6,2.04,0.2,11.3,,,14.299999999999999,10629213.0,63065000,0.1685,0,0,0,1,18946679.61915484,77.77644562490384,111.77014964617902
2013,Hollis Thompson,Phi,SF,22.0,77,22.4,46.3,11.4,73,0.712,205,0.507,167,0.401,0.3694045698924731,0.57,6.0,3.2,7.7,0.9,6.2,0.69,0.16,4.6,,,12.9,490180.0,58679000,0.0084,0,0,1,0,939059.876957685,44.975391974845806,62.19660142049586
2017,Trevor Ariza,Hou,SF,32.0,67,33.9,70.6,14.5,89,0.854,189,0.519,462,0.368,0.281258064516129,0.567,11.7,4.4,7.3,1.6,6.8,1.46,0.19,5.1,113.8,102.9,7.1,7400000.0,99093000,0.0747,0,0,1,0,8394776.623979494,73.021102531654,95.54912733113974
2014,Marcus Thornton,Bos,SG,27.0,48,12.649999999999999,26.400000000000002,25.2,56,0.812,202,0.469,143,0.262,0.31544825819672134,0.455,6.25,1.65,7.5,0.55,6.3500000000000005,0.605,0.09,5.25,,,8.45,8697500.0,63065000,0.1379,0,0,0,1,15503381.669705858,75.10840267275098,107.5463470076901
2014,Arinze Onuaku,Min,C,27.0,6,11.4,23.7,12.8,8,0.375,14,0.857,0,0.0,0.857,0.771,4.5,3.5,17.6,0.7,10.1,0.17,0.5,7.8,,,10.2,48028.0,63065000,0.0008,0,1,0,0,85610.39549670974,29.007433789989236,38.19121361011054
2021,Caris LeVert,Ind,G,27.58,48,29.1,60.65,25.299999999999997,162,0.755,515,0.47,218,0.3165,0.3813209169780713,0.5,15.5,3.2,6.0,4.050000000000001,22.049999999999997,0.8400000000000001,0.34,7.949999999999999,104.4,107.95,9.9,17500000.0,112414000,0.1557,0,0,0,1,17500000.0,84.79433963769578,110.07892587315138
2018,Furkan Korkmaz,Phi,G-F,21.72,48,14.2,29.5,17.9,44,0.818,101,0.505,144,0.326,0.30398775510204085,0.528,5.8,2.3,8.4,1.1,10.7,0.6,0.04,6.9,107.7,103.2,8.6,1740000.0,101869000,0.0171,0,0,1,1,1920116.6203653712,56.55314077835561,71.6558529476136
2021,Thanasis Antetokounmpo,Mil,F,29.68,43,9.1,19.1,14.5,32,0.594,88,0.568,11,0.091,0.5099444444444444,0.539,2.8,2.1,12.3,0.4,6.6,0.33,0.21,5.8,111.5,97.0,15.0,1729217.0,112414000,0.0154,0,0,1,0,1729217.0,56.49037253950822,70.19246005926082
2017,Mario Hezonja,Orl,SF,22.0,75,22.1,46.0,19.9,105,0.819,350,0.523,267,0.337,0.3695940032414911,0.544,9.6,3.7,9.3,1.4,10.0,1.08,0.4,6.7,102.8,104.1,11.5,4078320.0,99093000,0.0412,0,0,1,0,4626565.594744331,65.77600231104671,85.1175920043399
2015,Shane Larkin,Bro,PG,23.0,78,22.4,46.8,17.7,107,0.776,394,0.464,108,0.361,0.40300796812749007,0.515,7.3,2.3,5.8,4.4,29.4,1.22,0.15,7.5,,,21.0,1500000.0,70000000,0.0214,0,0,0,1,2408871.4285714286,55.07153330576574,74.92268093148736
2016,Nerlens Noel,Phi,C,22.0,51,20.7,43.1,17.55,111,0.6955,308,0.595,1,0.0,0.5932428571428572,0.62,8.7,5.9,16.05,0.95,8.0,1.24,0.9950000000000001,7.05,,,12.45,4384490.0,94143000,0.0466,0,1,0,0,5235419.084371648,66.61964458303295,87.18973590345699
2016,Al Jefferson,Ind,C,32.0,66,14.1,29.4,26.1,85,0.765,470,0.5,1,0.0,0.4989384288747346,0.526,8.1,4.2,16.8,0.9,11.0,0.29,0.24,8.9,,,6.1,10230179.0,94143000,0.1087,0,1,0,0,12215622.42658509,77.26077622421768,102.72451686596077
2016,KJ McDaniels,Hou,SF,23.0,49,11.0,22.9,17.9,38,0.8605,103,0.5509999999999999,66,0.3075,0.3955834668025626,0.554,4.55,1.8,8.55,0.3,3.8000000000000003,0.42,0.39,4.55,,,13.25,3333333.0,94143000,0.0354,0,0,1,0,3980256.58691565,63.47636043398234,82.65807377137716
2017,Rashad Vaughn,Mil,SG,21.0,28,6.366666666666667,13.266666666666666,8.266666666666667,6,0.22233333333333336,19,0.261,37,0.29033333333333333,0.17991666666666664,0.3256666666666667,1.2333333333333334,0.5333333333333333,4.033333333333333,0.5,13.333333333333334,0.12666666666666668,0.04666666666666667,1.7333333333333334,90.1,104.23333333333333,10.700000000000001,2338653.0,99093000,0.0236,0,0,0,1,2653036.423783718,59.61249401535211,76.35516872724894
2016,Wayne Ellington,Mia,SG,29.0,62,24.2,50.4,17.9,43,0.86,161,0.509,394,0.378,0.2818288288288288,0.565,10.5,2.1,4.8,1.1,7.1,0.56,0.06,4.8,,,5.0,6000000.0,94143000,0.0637,0,0,0,1,7164462.572894427,70.39122163369815,92.66250640919573
2018,Hamidou Diallo,Okc,G,20.7,51,10.3,21.5,16.6,59,0.61,141,0.504,24,0.167,0.4428363636363637,0.497,3.7,1.9,9.5,0.3,4.4,0.41,0.2,5.0,102.8,96.4,10.7,838464.0,101869000,0.0082,0,0,0,1,925257.8517115118,49.59464431210486,62.013563838829704
2020,Josh Jackson,Det,G-F,24.26,62,25.2,52.4,26.5,218,0.729,451,0.486,257,0.3,0.36403389830508476,0.515,13.4,4.1,9.1,2.3,15.1,0.85,0.76,8.0,96.5,103.8,15.0,4767000.0,109140000,0.0437,0,0,1,1,4910001.264431006,67.6067849560054,86.10831603241903
2016,Nemanja Bjelica,Min,PF,28.0,65,18.3,38.1,16.4,61,0.738,179,0.531,177,0.316,0.3455477528089888,0.526,6.2,3.8,12.0,1.2,9.6,0.62,0.31,6.7,,,13.4,3800000.0,94143000,0.0404,0,0,1,0,4537492.962833137,64.9616510083852,84.79600671418711
2016,Ryan Anderson,Hou,PF,28.0,72,29.4,61.2,17.9,150,0.86,267,0.446,506,0.403,0.2859521345407503,0.583,13.6,4.6,8.5,0.9,4.7,0.43,0.19,5.2,,,6.2,18735364.0,94143000,0.199,0,0,1,0,22371469.027925603,85.79899074378442,115.38856157627566
2019,Jordan Poole,Gol,G,21.16,57,22.3,46.6,21.0,119,0.798,237,0.392,265,0.279,0.25870816733067736,0.454,8.8,2.1,5.0,2.4,15.8,0.6,0.18,6.3,91.8,111.4,11.5,1964760.0,109140000,0.018,0,0,0,1,2023699.1995601982,57.792488213619365,72.40073080404434
2017,Stanley Johnson,Det,SF,21.0,69,27.4,57.2,16.4,145,0.772,326,0.439,234,0.286,0.3153142857142857,0.48,8.7,3.7,7.3,1.6,8.5,1.38,0.2,5.4,96.8,100.2,11.0,3097800.0,99093000,0.0313,0,0,1,0,3514235.0034815776,62.65923531140101,80.67321199402951
2019,Chandler Hutchison,Chi,F-G,24.3,28,18.8,39.2,19.1,78,0.59,137,0.496,38,0.316,0.4226057142857143,0.521,7.8,3.9,11.3,0.9,7.4,0.96,0.25,6.4,101.2,103.3,11.4,2332320.0,109140000,0.0214,0,0,1,1,2402285.3260032986,59.58377140232985,74.88242646535873
2016,Karl-Anthony Towns,Min,C,21.0,82,37.0,77.0,27.5,428,0.832,1205,0.582,275,0.367,0.5079543918918918,0.618,25.1,12.3,19.4,2.7,13.2,0.7,1.26,10.2,,,11.3,5960160.0,94143000,0.0633,0,1,0,0,7116890.541410408,70.309124890955,92.54298023406145
2021,Bam Adebayo,Mia,C-F,24.68,47,32.9,68.5,25.2,276,0.757,622,0.551,5,0.0,0.5466060606060607,0.598,19.0,10.3,17.6,3.5,17.8,1.49,0.83,10.7,115.2,97.0,14.6,28103500.0,112414000,0.25,0,1,1,0,28103500.0,92.00419121869388,120.53864910216649
2016,Alan Anderson,Lac,SF,34.0,30,10.3,21.4,13.7,16,0.75,36,0.444,44,0.318,0.28725,0.494,2.9,0.8,4.4,0.4,4.9,0.1,0.0,3.8,,,7.3999999999999995,1315448.0,94143000,0.014,0,0,1,0,1570746.327098138,53.79012617286871,68.87369500055392
2015,Danilo Gallinari,Den,SF,27.0,53,34.7,72.3,23.0,432,0.868,460,0.435,240,0.363,0.3480857142857143,0.582,19.5,5.3,8.5,2.5,11.8,0.79,0.36,7.3,,,8.0,14000000.0,70000000,0.2,0,0,1,0,22482800.0,81.58380568747994,115.49836648688651
2013,Charlie Villanueva,Det,PF,29.0,20,8.8,18.0,25.5,14,0.571,36,0.583,56,0.25,0.30421739130434783,0.469,4.6,1.7,10.5,0.3,5.6,0.2,0.25,6.0,,,6.7,8580000.0,58679000,0.1462,0,0,1,0,16437091.974982532,74.93056846992992,108.76195683504926
2021,Tristan Thompson,Sac,C-F,31.03,47,16.3,33.96666666666667,18.03333333333333,101,0.5046666666666667,222,0.5486666666666666,2,0.3333333333333333,0.5445578231292517,0.5539999999999999,6.5,4.866666666666667,16.466666666666665,0.5333333333333333,4.933333333333334,0.38000000000000006,0.4033333333333333,6.333333333333333,111.7,104.7,13.066666666666665,9946611.0,112414000,0.08849999999999998,0,1,1,0,9946611.0,76.88396504891415,98.7329100886649
2021,Stanley Johnson,Lal,F-G,25.81,38,21.5,44.8,12.2,43,0.721,113,0.575,78,0.321,0.40572774869109945,0.562,6.2,3.1,7.6,1.6,9.7,0.92,0.34,5.8,116.6,105.0,9.1,1368998.0,112414000,0.0122,0,0,1,1,1368998.0,54.176719063494176,67.02739027975414
2016,Anderson Varejao,Gol,C,34.0,14,6.6,13.7,12.6,11,0.727,14,0.357,0,0.0,0.35699999999999993,0.478,1.3,1.9,16.1,0.7,13.0,0.21,0.21,7.3,,,29.799999999999997,10851659.0,94143000,0.1153,0,1,0,0,12957717.459885495,78.0568979567632,103.89813593192096
2013,Gorgui Dieng,Min,C,24.0,60,13.4,27.7,17.0,93,0.634,226,0.496,1,1.0,0.49601762114537445,0.534,4.8,5.0,20.2,0.7,7.3,0.5,0.83,7.6,,,16.8,1352640.0,58679000,0.0231,0,1,0,0,2591313.2970909523,54.05999234553794,76.00356306900579
2019,Jonas Valanciunas,Mem,C,28.27,70,26.4,54.9,21.6,200,0.74,650,0.615,91,0.352,0.5610877192982456,0.63,14.9,11.3,22.6,1.9,10.9,0.44,1.1,10.4,119.1,100.1,13.3,16000000.0,109140000,0.1466,0,1,0,0,16479970.679860732,83.49115126469732,108.81641276261465
2014,Jeremy Lin,Lal,PG,26.0,74,25.8,53.7,22.2,268,0.795,478,0.444,176,0.369,0.3741651376146789,0.539,11.2,2.6,5.7,4.6,28.6,1.12,0.42,7.9,,,17.8,14898938.0,63065000,0.2362,0,0,0,1,26557507.59267422,82.4676292293185,119.2410674632076
2013,Terrence Jones,Hou,PF,22.0,76,27.1,56.1,18.5,195,0.605,611,0.581,102,0.304,0.5196283309957924,0.576,12.1,6.9,14.2,1.1,7.0,0.71,1.3,6.7,,,8.200000000000001,1551840.0,58679000,0.0264,0,0,1,0,2972929.698188449,55.40758503744947,78.0771220629097
2018,Dwight Powell,Dal,F-C,27.73,77,21.6,45.0,17.1,254,0.772,358,0.701,127,0.307,0.5576340206185567,0.683,10.6,5.3,13.2,1.5,10.7,0.56,0.66,8.1,135.7,100.1,10.0,9631250.0,101869000,0.0945,0,1,1,0,10628231.724077001,76.45416945050245,100.00410643312671
2017,JaVale McGee,Gol,C,30.0,65,9.5,19.7,19.2,52,0.731,213,0.638,6,0.0,0.6205205479452055,0.641,4.8,2.6,15.4,0.5,8.0,0.32,0.88,7.8,124.9,95.0,10.0,2116955.0,99093000,0.0214,0,1,0,0,2401535.7227049335,58.565718214859515,74.8778391528912
2018,Vince Carter,Atl,G-F,42.21,76,17.5,36.5,16.7,66,0.712,152,0.48,316,0.389,0.2872264957264957,0.565,7.4,2.6,7.7,1.1,9.3,0.58,0.36,6.3,111.7,107.7,8.8,2393887.0,101869000,0.0235,0,0,1,1,2641690.9287221823,59.86027292706416,76.29104413536339
2018,Emmanuel Mudiay,Nyk,G,23.1,59,27.2,56.7,25.6,186,0.774,531,0.492,209,0.33,0.3996445945945946,0.531,14.8,3.3,6.4,3.9,24.2,0.73,0.32,8.5,102.3,111.5,14.6,4294479.0,101869000,0.0422,0,0,0,1,4739023.277994286,66.37689054615663,85.51645839588849
2018,Miles Bridges,Cha,F,21.06,80,21.2,44.2,15.1,77,0.753,311,0.553,200,0.325,0.4001624266144814,0.548,7.5,4.1,10.3,1.2,8.1,0.68,0.61,6.3,111.5,108.2,8.6,3206640.0,101869000,0.0315,0,0,1,0,3538576.298579548,63.04308300867465,80.7820565951528
2019,Udonis Haslem,Mia,F,40.18,4,11.0,23.0,13.7,4,0.75,8,0.375,3,0.333,0.31813636363636366,0.47,3.0,4.0,20.3,0.3,3.1,0.0,0.0,5.6,96.9,94.9,7.3,2564753.0,109140000,0.0235,0,0,1,0,2641690.890067803,60.59754004546669,76.29104391650633
2020,Justin Holiday,Ind,F-G,32.12,72,30.3,63.2,14.0,85,0.788,172,0.494,453,0.382,0.27438559999999995,0.571,10.5,3.6,6.4,1.7,7.1,1.03,0.57,5.3,111.3,111.7,7.5,5720400.0,109140000,0.0524,0,0,1,1,5892001.5173172075,69.80510348021231,89.21425752269687
2016,Jrue Holiday,Nor,PG,26.0,67,32.7,68.1,23.5,168,0.708,612,0.498,281,0.356,0.3973057110862262,0.532,15.4,4.0,6.4,7.3,35.9,1.49,0.67,9.4,,,16.7,11000000.0,94143000,0.1168,0,0,0,1,13134848.050306449,78.24125196418392,104.17012178313789
2018,Victor Oladipo,Ind,G,26.93,36,31.9,66.4,27.9,141,0.73,372,0.47,216,0.343,0.3603469387755102,0.519,18.8,5.6,9.8,5.2,25.2,1.67,0.31,10.3,104.1,102.3,11.2,21000000.0,101869000,0.2061,0,0,0,1,23173821.28027172,87.50449476104053,116.17015074022414
2016,Jeff Green,Orl,SF,30.0,69,22.2,46.3,20.3,168,0.863,365,0.458,193,0.275,0.3471460573476703,0.505,9.2,3.1,7.6,1.2,8.1,0.54,0.19,5.8,,,10.6,15000000.0,94143000,0.1593,0,0,1,0,17911156.432236068,82.56417224385876,110.57086193728603
2016,Jakob Poeltl,Tor,C,21.0,54,11.6,24.2,12.1,57,0.544,115,0.583,0,0.0,0.583,0.589,3.1,3.1,14.9,0.2,2.7,0.31,0.37,4.3,,,17.2,2703960.0,94143000,0.0287,0,1,0,0,3228736.7031006026,61.16832613150984,79.34826114202629
2013,Stephen Curry,Gol,PG,25.0,78,36.3,75.0,28.4,348,0.885,768,0.509,615,0.424,0.37692841648590025,0.61,24.0,4.3,6.4,8.6,40.2,1.65,0.18,10.6,,,16.1,9887642.0,58679000,0.1685,0,0,0,1,18942200.57921914,76.80447576125356,111.76507887835419
2019,Zach Collins,Por,F-C,22.74,11,26.4,54.9,12.5,8,0.75,49,0.51,19,0.368,0.4189117647058824,0.538,7.0,6.3,12.5,1.5,7.2,0.45,0.45,6.1,109.8,105.8,16.4,4240200.0,109140000,0.0389,0,1,1,0,4367398.229796592,66.2284323116011,84.1672947645444
2015,Caron Butler,Sac,SF,35.0,17,10.3,21.5,16.3,12,0.833,41,0.537,18,0.167,0.3986440677966102,0.49,3.7,1.3,6.8,0.6,8.3,0.53,0.06,5.5,,,4.5,1499187.0,70000000,0.0214,0,0,1,0,2407565.8202571427,55.066185924043324,74.91470816489739
2021,Donte DiVincenzo,Mil,G,25.14,33,22.65,47.2,18.55,57,0.876,87,0.3675,159,0.3185,0.23414098914194914,0.4915,8.15,3.65,8.75,2.5,14.649999999999999,1.045,0.155,7.35,100.5,108.8,15.6,4675830.0,112414000,0.0416,0,0,0,1,4675830.0,67.37770692164096,85.29328783394767
2021,Precious Achiuwa,Tor,F,22.51,63,23.6,49.3,18.2,109,0.587,398,0.465,114,0.351,0.40054101562500005,0.495,8.8,6.9,15.7,1.1,6.9,0.51,0.54,6.9,104.6,103.7,11.5,2711280.0,112414000,0.0241,0,0,1,0,2711280.0,61.197651930658196,76.68087642376729
2017,Abdel Nader,Bos,SF,24.0,48,10.9,22.6,17.1,39,0.59,84,0.321,65,0.354,0.25818120805369127,0.439,3.0,1.5,7.4,0.5,7.2,0.31,0.21,4.8,83.1,99.1,17.0,1167333.0,99093000,0.0118,0,0,1,0,1324256.7271351155,52.64749913224594,66.5880523406668
2015,Andre Miller,Min,PG,39.0,39,12.350000000000001,25.75,15.649999999999999,32,0.7404999999999999,98,0.5740000000000001,8,0.25,0.5403405172413793,0.5920000000000001,3.8499999999999996,1.5,6.75,2.2,27.25,0.445,0.0,7.4,,,22.85,1490369.0,70000000,0.0213,0,0,0,1,2393404.868085714,55.008030031144685,74.82800582218565
2020,JJ Redick,Nor,G,36.89,44,14.950000000000001,31.15,19.4,52,0.8785000000000001,89,0.3765,178,0.3795,0.2521456533239288,0.5455,6.55,1.3,4.7,1.05,9.9,0.21999999999999997,0.07,5.5,102.85,110.85,13.100000000000001,13013700.0,109140000,0.1192,0,0,0,1,13404087.152281474,80.55752055158084,104.57785675870518
2018,Allen Crabbe,Bro,G-F,27.0,43,26.4,54.9,16.4,56,0.732,113,0.345,259,0.378,0.23638709677419356,0.521,9.6,3.4,6.9,1.1,5.8,0.53,0.3,5.0,100.5,104.5,10.4,19332500.0,101869000,0.1898,0,0,1,1,21333709.51908824,86.26480610002676,114.34294762781943
2016,Deron Williams,Dal,PG,32.0,64,24.8,51.6,20.9,109,0.8305,366,0.487,234,0.38149999999999995,0.37412205478217775,0.5495,10.3,2.25,5.1,5.25,33.0,0.44,0.15,7.85,,,18.450000000000003,14885520.0,94143000,0.1581,0,0,0,1,17774458.486345243,82.45476992692092,110.40834037059282
2020,Jevon Carter,Pho,G,25.67,60,11.9,24.9,15.0,7,0.571,72,0.528,151,0.371,0.2960829596412556,0.548,4.1,1.5,7.3,1.2,13.0,0.48,0.15,6.5,115.1,106.7,6.6,3925000.0,109140000,0.036,0,0,0,1,4042742.807403336,65.33338183221538,82.90956242806848
2021,Armoni Brooks,Hou,G,23.8,48,13.4,28.0,15.1,19,0.421,40,0.5525,231,0.28900000000000003,0.19699223107569722,0.4575,4.3,1.55,6.300000000000001,0.8,8.05,0.47,0.17,5.0,100.69999999999999,110.3,6.449999999999999,1660221.0,112414000,0.0148,0,0,0,1,1660221.0,56.08078472304577,69.63096506018951
